,Unnamed: 0,state_x,midwest,zip,cbsa_code,city,state_y,team,msa
22757,2505,3,1,44094,17460,WILLOUGHBY,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22758,2506,3,1,44130,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22759,2507,3,1,44147,17460,BROADVIEW HEIGHTS,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22768,2513,3,1,44133,17460,NORTH ROYALTON,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22779,2521,3,1,44039,17460,NORTH RIDGEVILLE,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22780,2522,3,1,44070,17460,NORTH OLMSTED,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22791,2531,3,2,44109,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22799,2536,3,1,44060,17460,MENTOR,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22811,2543,3,1,44092,17460,WICKLIFFE,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22831,2558,3,1,44136,17460,STRONGSVILLE,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22837,2563,3,1,44125,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22846,2568,3,1,44039,17460,NORTH RIDGEVILLE,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22847,2569,3,1,44111,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22848,2570,3,1,44256,17460,MEDINA,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22854,2574,3,1,44035,17460,ELYRIA,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22859,2579,3,1,44111,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22875,2589,3,1,44077,17460,PAINESVILLE,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22877,2591,3,1,44105,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22878,2592,3,1,44105,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22879,2593,3,1,44134,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22885,2596,3,1,44122,17460,BEACHWOOD,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22888,2599,3,1,44122,17460,BEACHWOOD,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22894,2602,3,1,44039,17460,NORTH RIDGEVILLE,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22895,2603,3,1,44105,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22927,2629,3,1,44053,17460,LORAIN,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22928,2630,3,1,44109,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22929,2631,3,1,44129,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
