Do you live in the Midwest or the South?,"Do you live in the Midwest, the Great Plains, or the West?","Do you live in the Midwest, Appalachia, or the South?",What is your party affiliation/registration?,What is your age range?,"For statistical purposes only, can you please tell me your ethnicity?",What is the highest level of education you have attained?,Can you please tell me your gender?,ZIP,ZIP3,STATE,weights
#NULL!,1,#NULL!,3,2,2,3,3,77357,773,1,0.16
#NULL!,3,#NULL!,3,3,3,3,2,80239,802,1,0.16
#NULL!,2,#NULL!,3,4,2,4,2,80654,806,1,0.16
#NULL!,1,#NULL!,3,5,2,3,2,80124,801,1,0.17
#NULL!,1,#NULL!,3,3,4,3,3,63123,631,1,0.17
#NULL!,3,#NULL!,2,4,3,3,2,80112,801,1,0.17
#NULL!,1,#NULL!,4,4,2,1,2,80459,804,1,0.18
#NULL!,3,#NULL!,3,7,2,3,2,81328,813,1,0.18
#NULL!,2,#NULL!,3,7,2,3,2,80223,802,1,0.18
#NULL!,1,#NULL!,3,7,2,3,2,80241,802,1,0.18
#NULL!,1,#NULL!,3,2,2,3,2,80701,807,1,0.19
#NULL!,1,#NULL!,3,2,2,3,2,80126,801,1,0.19
#NULL!,3,#NULL!,4,3,2,1,2,80537,805,1,0.20
#NULL!,2,#NULL!,3,4,2,3,1,80013,800,1,0.20
#NULL!,3,#NULL!,3,4,2,3,1,80480,804,1,0.20
#NULL!,3,#NULL!,3,1,2,3,2,80807,808,1,0.20
#NULL!,2,#NULL!,2,2,3,4,2,81008,810,1,0.19
#NULL!,3,#NULL!,3,3,2,4,2,80219,802,1,0.21
#NULL!,1,#NULL!,3,2,2,1,2,80922,809,1,0.21
#NULL!,3,#NULL!,3,2,2,1,2,80906,809,1,0.21
#NULL!,3,#NULL!,3,2,2,1,2,81635,816,1,0.21
#NULL!,1,#NULL!,3,2,2,1,2,80229,802,1,0.21
#NULL!,3,#NULL!,2,2,1,1,2,80239,802,1,0.22
#NULL!,1,#NULL!,3,1,2,1,2,80201,802,1,0.23
#NULL!,3,#NULL!,3,1,2,1,2,81635,816,1,0.23
#NULL!,3,#NULL!,4,3,2,3,2,81008,810,1,0.23
#NULL!,1,#NULL!,4,3,2,3,2,80403,804,1,0.23
#NULL!,2,#NULL!,3,4,2,3,1,80013,800,1,0.24
#NULL!,2,#NULL!,3,4,2,3,1,80013,800,1,0.24
#NULL!,2,#NULL!,3,4,2,3,1,80013,800,1,0.24
#NULL!,2,#NULL!,3,4,2,3,1,80013,800,1,0.24
#NULL!,2,#NULL!,3,4,2,3,1,80013,800,1,0.24
#NULL!,2,#NULL!,3,4,2,3,1,80013,800,1,0.24
#NULL!,2,#NULL!,3,4,2,3,1,80013,800,1,0.24
#NULL!,2,#NULL!,3,4,2,3,1,80013,800,1,0.24
#NULL!,2,#NULL!,3,4,2,3,1,80013,800,1,0.24
#NULL!,2,#NULL!,3,4,2,3,1,80013,800,1,0.24
#NULL!,2,#NULL!,3,4,2,3,1,80013,800,1,0.24
#NULL!,2,#NULL!,3,4,2,3,1,80013,800,1,0.24
#NULL!,2,#NULL!,3,4,2,3,1,80013,800,1,0.24
#NULL!,2,#NULL!,3,4,2,3,1,80013,800,1,0.24
#NULL!,2,#NULL!,3,4,2,3,1,80013,800,1,0.24
#NULL!,2,#NULL!,3,4,2,3,1,80013,800,1,0.24
#NULL!,2,#NULL!,3,4,2,3,1,80013,800,1,0.24
#NULL!,2,#NULL!,3,4,2,3,1,80013,800,1,0.24
#NULL!,3,#NULL!,4,2,5,3,2,81637,816,1,0.24
#NULL!,1,#NULL!,3,1,2,3,2,80302,803,1,0.24
#NULL!,2,#NULL!,4,3,4,1,2,80235,802,1,0.24
#NULL!,3,#NULL!,3,5,2,1,1,80123,801,1,0.24
#NULL!,2,#NULL!,3,1,3,2,3,56440,564,1,0.25
#NULL!,3,#NULL!,4,5,2,1,2,80817,808,1,0.24
#NULL!,3,#NULL!,2,4,1,1,2,81152,811,1,0.25
#NULL!,3,#NULL!,3,3,3,3,1,80920,809,1,0.26
#NULL!,1,#NULL!,3,3,3,3,1,80922,809,1,0.26
#NULL!,3,#NULL!,4,3,2,3,2,80220,802,1,0.26
#NULL!,1,#NULL!,4,7,2,1,2,81623,816,1,0.26
#NULL!,3,#NULL!,3,1,2,1,2,81504,815,1,0.27
#NULL!,3,#NULL!,3,4,2,1,2,80020,800,1,0.27
#NULL!,1,#NULL!,3,4,2,1,2,80233,802,1,0.27
#NULL!,1,#NULL!,2,2,2,1,1,80550,805,1,0.26
#NULL!,3,#NULL!,2,2,2,1,1,80906,809,1,0.26
#NULL!,3,#NULL!,2,4,2,1,1,80214,802,1,0.27
#NULL!,3,#NULL!,3,2,2,2,2,80028,800,1,0.28
#NULL!,3,#NULL!,3,2,2,2,2,80126,801,1,0.28
#NULL!,3,#NULL!,2,4,2,1,2,80751,807,1,0.28
#NULL!,1,#NULL!,2,4,2,1,2,80634,806,1,0.28
#NULL!,3,#NULL!,4,6,2,3,2,80917,809,1,0.28
#NULL!,3,#NULL!,4,3,2,1,1,80226,802,1,0.29
#NULL!,1,#NULL!,3,2,2,5,2,80601,806,1,0.29
#NULL!,1,#NULL!,3,4,3,1,1,80922,809,1,0.29
#NULL!,3,#NULL!,4,5,2,3,2,81416,814,1,0.29
#NULL!,1,#NULL!,3,3,2,3,2,80216,802,1,0.29
#NULL!,3,#NULL!,3,3,2,3,2,80124,801,1,0.29
#NULL!,3,#NULL!,3,3,2,3,2,81091,810,1,0.29
#NULL!,3,#NULL!,3,3,2,3,2,80925,809,1,0.29
#NULL!,2,#NULL!,3,3,2,3,2,80015,800,1,0.29
#NULL!,1,#NULL!,3,3,2,3,2,80017,800,1,0.29
#NULL!,1,#NULL!,3,3,2,3,2,80918,809,1,0.29
#NULL!,3,#NULL!,3,3,2,3,2,80911,809,1,0.29
#NULL!,2,#NULL!,3,3,2,3,2,81001,810,1,0.29
#NULL!,3,#NULL!,2,6,5,1,2,80863,808,1,0.29
#NULL!,3,#NULL!,2,3,2,3,2,80909,809,1,0.28
#NULL!,1,#NULL!,2,3,2,3,2,80211,802,1,0.28
#NULL!,3,#NULL!,2,6,2,4,2,80401,804,1,0.28
#NULL!,1,#NULL!,3,1,2,2,2,80201,802,1,0.31
#NULL!,1,#NULL!,2,5,3,3,1,80922,809,1,0.29
#NULL!,1,#NULL!,3,1,2,1,2,80921,809,1,0.31
#NULL!,3,#NULL!,2,1,2,2,2,80017,800,1,0.29
#NULL!,1,#NULL!,2,4,3,1,2,80002,800,1,0.32
#NULL!,3,#NULL!,2,4,3,1,2,80239,802,1,0.32
#NULL!,3,#NULL!,2,4,3,1,2,80239,802,1,0.32
#NULL!,3,#NULL!,2,5,2,5,2,80504,805,1,0.29
#NULL!,3,#NULL!,2,5,2,1,2,80923,809,1,0.31
#NULL!,3,#NULL!,2,6,2,1,2,80916,809,1,0.31
#NULL!,1,#NULL!,2,6,2,1,2,80229,802,1,0.31
#NULL!,1,#NULL!,2,2,2,1,2,80120,801,1,0.32
#NULL!,1,#NULL!,2,2,2,1,2,80524,805,1,0.32
#NULL!,3,#NULL!,2,4,3,1,1,80226,802,1,0.32
#NULL!,3,#NULL!,2,4,3,1,1,80017,800,1,0.32
#NULL!,3,#NULL!,4,2,2,3,2,81504,815,1,0.31
#NULL!,3,#NULL!,4,2,2,3,2,80549,805,1,0.31
#NULL!,1,#NULL!,2,5,2,1,2,80233,802,1,0.32
#NULL!,3,#NULL!,2,5,2,1,2,80819,808,1,0.32
#NULL!,3,#NULL!,2,6,2,1,2,80521,805,1,0.31
#NULL!,1,#NULL!,2,6,2,1,2,80123,801,1,0.31
#NULL!,3,#NULL!,2,6,2,1,2,80233,802,1,0.31
#NULL!,1,#NULL!,3,2,5,1,2,80020,800,1,0.33
#NULL!,1,#NULL!,2,4,2,1,2,80603,806,1,0.30
#NULL!,2,#NULL!,3,7,2,4,2,81054,810,1,0.31
#NULL!,1,#NULL!,2,7,3,1,2,80012,800,1,0.30
#NULL!,2,#NULL!,2,4,2,1,2,80013,800,1,0.31
#NULL!,3,#NULL!,4,4,2,4,2,80134,801,1,0.32
#NULL!,3,#NULL!,4,4,2,4,2,80136,801,1,0.32
#NULL!,3,#NULL!,3,4,2,3,2,80751,807,1,0.33
#NULL!,1,#NULL!,4,2,1,1,2,80003,800,1,0.33
#NULL!,3,#NULL!,3,4,2,3,2,80111,801,1,0.32
#NULL!,1,#NULL!,3,4,2,3,2,80130,801,1,0.32
#NULL!,3,#NULL!,3,4,2,3,2,80033,800,1,0.32
#NULL!,1,#NULL!,3,4,2,3,2,80922,809,1,0.32
#NULL!,1,#NULL!,3,4,2,3,2,80634,806,1,0.32
#NULL!,1,#NULL!,3,4,2,3,2,81527,815,1,0.32
#NULL!,1,#NULL!,3,4,2,3,2,80537,805,1,0.32
#NULL!,3,#NULL!,3,4,2,3,2,80905,809,1,0.32
#NULL!,3,#NULL!,3,4,2,3,2,80470,804,1,0.32
#NULL!,3,#NULL!,3,4,2,3,2,80033,800,1,0.32
#NULL!,3,#NULL!,3,4,2,3,2,80828,808,1,0.32
#NULL!,3,#NULL!,3,4,4,1,2,80916,809,1,0.33
#NULL!,1,#NULL!,3,3,2,1,2,80550,805,1,0.33
#NULL!,1,#NULL!,3,3,2,1,2,80906,809,1,0.33
#NULL!,1,#NULL!,3,3,2,1,2,81657,816,1,0.33
#NULL!,1,#NULL!,3,3,2,1,2,80918,809,1,0.33
#NULL!,1,#NULL!,3,3,2,1,2,80810,808,1,0.33
#NULL!,1,#NULL!,3,3,2,1,2,80215,802,1,0.33
#NULL!,3,#NULL!,3,3,2,1,2,80620,806,1,0.33
#NULL!,1,#NULL!,2,3,1,3,2,80015,800,1,0.33
#NULL!,1,#NULL!,4,2,3,4,2,80222,802,1,0.34
#NULL!,3,#NULL!,3,1,3,2,1,23607,236,1,0.35
#NULL!,2,#NULL!,3,1,3,1,2,80015,800,1,0.35
#NULL!,1,#NULL!,2,3,2,1,2,80501,805,1,0.34
#NULL!,1,#NULL!,2,3,2,1,2,80241,802,1,0.34
#NULL!,3,#NULL!,4,5,2,1,1,80214,802,1,0.34
#NULL!,2,#NULL!,4,2,3,2,3,80123,801,1,0.35
#NULL!,3,#NULL!,2,2,2,1,2,80602,806,1,0.34
#NULL!,2,#NULL!,3,6,2,1,2,80654,806,1,0.37
#NULL!,3,#NULL!,4,7,2,3,2,80234,802,1,0.34
#NULL!,3,#NULL!,2,3,3,1,1,80239,802,1,0.36
#NULL!,2,#NULL!,4,5,5,3,2,80513,805,1,0.36
#NULL!,1,#NULL!,2,3,2,1,1,80223,802,1,0.36
#NULL!,3,#NULL!,2,3,2,1,1,80543,805,1,0.36
#NULL!,1,#NULL!,2,3,2,1,1,80234,802,1,0.36
#NULL!,1,#NULL!,3,5,2,4,1,80215,802,1,0.36
#NULL!,1,#NULL!,3,4,3,1,1,80020,800,1,0.37
#NULL!,1,#NULL!,4,3,2,4,2,80235,802,1,0.35
#NULL!,3,#NULL!,4,3,2,4,2,80125,801,1,0.35
#NULL!,1,#NULL!,2,1,1,3,2,80018,800,1,0.35
#NULL!,3,#NULL!,4,2,2,1,2,80138,801,1,0.36
#NULL!,3,#NULL!,2,2,2,3,2,80487,804,1,0.35
#NULL!,1,#NULL!,2,6,2,1,2,80831,808,1,0.35
#NULL!,1,#NULL!,2,6,2,1,2,80910,809,1,0.35
#NULL!,3,#NULL!,2,6,2,1,2,80513,805,1,0.35
#NULL!,3,#NULL!,2,6,2,1,2,81082,810,1,0.35
#NULL!,3,#NULL!,2,6,2,1,2,80017,800,1,0.35
#NULL!,1,#NULL!,2,1,2,1,2,80908,809,1,0.35
#NULL!,1,#NULL!,2,1,2,1,2,80210,802,1,0.35
#NULL!,3,#NULL!,3,4,2,1,1,81635,816,1,0.38
#NULL!,1,#NULL!,2,2,2,1,2,80525,805,1,0.37
#NULL!,3,#NULL!,2,2,2,1,2,81201,812,1,0.37
#NULL!,3,#NULL!,3,1,2,3,2,81006,810,1,0.37
#NULL!,1,#NULL!,3,3,2,1,2,80909,809,1,0.37
#NULL!,1,#NULL!,2,3,2,1,2,80909,809,1,0.35
#NULL!,1,#NULL!,2,3,2,1,2,80909,809,1,0.35
#NULL!,3,#NULL!,2,4,2,1,1,81601,816,1,0.37
#NULL!,1,#NULL!,2,4,2,1,1,80401,804,1,0.37
#NULL!,3,#NULL!,2,4,2,1,1,80525,805,1,0.37
#NULL!,1,#NULL!,3,4,2,1,2,80102,801,1,0.37
#NULL!,3,#NULL!,3,4,2,1,2,80817,808,1,0.37
#NULL!,3,#NULL!,3,4,2,1,2,81416,814,1,0.37
#NULL!,2,#NULL!,3,4,2,1,2,80701,807,1,0.37
#NULL!,1,#NULL!,3,4,2,1,2,80004,800,1,0.37
#NULL!,2,#NULL!,2,6,2,3,1,80812,808,1,0.34
#NULL!,1,#NULL!,3,5,2,1,2,80534,805,1,0.38
#NULL!,3,#NULL!,3,5,2,1,2,80501,805,1,0.38
#NULL!,3,#NULL!,3,2,2,4,2,80120,801,1,0.37
#NULL!,1,#NULL!,3,2,2,4,2,80521,805,1,0.37
#NULL!,1,#NULL!,3,3,2,3,2,80033,800,1,0.38
#NULL!,3,#NULL!,4,3,3,2,2,80906,809,1,0.38
#NULL!,2,#NULL!,2,2,2,2,2,80121,801,1,0.36
#NULL!,3,#NULL!,2,3,3,1,2,80011,800,1,0.38
#NULL!,1,#NULL!,4,5,3,3,2,80219,802,1,0.38
#NULL!,1,#NULL!,3,4,2,3,2,81503,815,1,0.38
#NULL!,3,#NULL!,3,4,2,3,2,80130,801,1,0.38
#NULL!,3,#NULL!,3,4,2,3,2,80951,809,1,0.38
#NULL!,3,#NULL!,4,4,2,5,2,80918,809,1,0.37
#NULL!,3,#NULL!,4,4,2,5,2,80827,808,1,0.37
#NULL!,2,#NULL!,2,2,3,3,1,80620,806,1,0.36
#NULL!,3,#NULL!,3,1,4,1,2,80030,800,1,0.41
#NULL!,3,#NULL!,2,3,2,1,2,80206,802,1,0.39
#NULL!,1,#NULL!,2,3,2,1,2,80216,802,1,0.39
#NULL!,3,#NULL!,2,3,2,1,2,80911,809,1,0.39
#NULL!,2,#NULL!,2,3,2,1,2,80537,805,1,0.39
#NULL!,3,#NULL!,2,3,2,1,2,81147,811,1,0.39
#NULL!,3,#NULL!,2,3,2,1,2,80126,801,1,0.39
#NULL!,2,#NULL!,4,2,1,1,2,80913,809,1,0.40
#NULL!,3,#NULL!,3,4,2,3,2,80228,802,1,0.38
#NULL!,3,#NULL!,2,4,2,3,2,81005,810,1,0.36
#NULL!,2,#NULL!,3,1,2,1,2,64130,641,1,0.42
#NULL!,1,#NULL!,3,3,2,1,2,80138,801,1,0.39
#NULL!,1,#NULL!,4,1,2,1,2,81422,814,1,0.39
#NULL!,1,#NULL!,4,1,2,1,2,81635,816,1,0.39
#NULL!,1,#NULL!,4,1,2,1,2,80914,809,1,0.39
#NULL!,3,#NULL!,4,1,2,1,2,80211,802,1,0.39
#NULL!,1,#NULL!,2,5,5,1,2,80020,800,1,0.40
#NULL!,3,#NULL!,2,4,2,3,2,80918,809,1,0.39
#NULL!,1,#NULL!,4,4,2,3,1,80915,809,1,0.39
#NULL!,1,#NULL!,2,1,2,1,2,80207,802,1,0.40
#NULL!,1,#NULL!,4,6,2,2,2,80110,801,1,0.39
#NULL!,3,#NULL!,4,1,4,4,2,80211,802,1,0.40
#NULL!,3,#NULL!,4,5,2,2,2,80814,808,1,0.41
#NULL!,1,#NULL!,2,1,3,1,2,80004,800,1,0.40
#NULL!,1,#NULL!,2,3,3,1,1,80916,809,1,0.41
#NULL!,1,#NULL!,2,3,3,1,1,81003,810,1,0.41
#NULL!,2,#NULL!,2,1,2,1,2,81015,810,1,0.40
#NULL!,3,#NULL!,2,4,2,2,2,80112,801,1,0.41
#NULL!,3,#NULL!,4,3,2,3,1,80235,802,1,0.41
#NULL!,1,#NULL!,2,3,2,1,1,80223,802,1,0.42
#NULL!,1,#NULL!,2,3,2,1,1,80026,800,1,0.42
#NULL!,3,#NULL!,3,4,2,1,1,80911,809,1,0.42
#NULL!,3,#NULL!,2,3,3,4,1,80012,800,1,0.40
#NULL!,3,#NULL!,4,5,3,3,1,80927,809,1,0.42
#NULL!,1,#NULL!,4,4,1,1,2,80524,805,1,0.44
#NULL!,3,#NULL!,3,3,2,2,2,80103,801,1,0.44
#NULL!,3,#NULL!,3,3,2,2,2,80018,800,1,0.44
#NULL!,3,#NULL!,3,3,2,2,2,74437,744,1,0.44
#NULL!,2,#NULL!,3,3,2,2,2,80014,800,1,0.44
#NULL!,1,#NULL!,3,3,2,2,2,80640,806,1,0.44
#NULL!,1,#NULL!,3,3,2,2,2,80126,801,1,0.44
#NULL!,1,#NULL!,2,1,2,3,2,80906,809,1,0.41
#NULL!,3,#NULL!,4,1,3,3,1,80011,800,1,0.43
#NULL!,3,#NULL!,4,4,3,4,1,80222,802,1,0.43
#NULL!,3,#NULL!,4,4,2,5,1,80919,809,1,0.42
#NULL!,3,#NULL!,3,2,2,4,2,80920,809,1,0.43
#NULL!,2,#NULL!,2,3,3,1,2,80012,800,1,0.44
#NULL!,1,#NULL!,3,4,2,2,2,80537,805,1,0.45
#NULL!,3,#NULL!,3,4,2,3,2,80820,808,1,0.44
#NULL!,3,#NULL!,4,3,3,3,1,80911,809,1,0.43
#NULL!,1,#NULL!,4,3,3,3,1,80246,802,1,0.43
#NULL!,3,#NULL!,3,3,5,3,2,81501,815,1,0.45
#NULL!,1,#NULL!,3,7,2,3,2,80917,809,1,0.43
#NULL!,3,#NULL!,3,7,2,3,2,80919,809,1,0.43
#NULL!,1,#NULL!,3,7,2,3,2,80917,809,1,0.43
#NULL!,3,#NULL!,3,7,2,3,2,81505,815,1,0.43
#NULL!,3,#NULL!,3,7,2,3,2,80816,808,1,0.43
#NULL!,1,#NULL!,3,7,2,3,2,81212,812,1,0.43
#NULL!,2,#NULL!,3,7,2,3,2,80808,808,1,0.43
#NULL!,3,#NULL!,3,7,2,3,2,80517,805,1,0.43
#NULL!,3,#NULL!,3,7,2,3,2,80475,804,1,0.43
#NULL!,1,#NULL!,3,7,2,3,2,80017,800,1,0.43
#NULL!,3,#NULL!,3,7,2,3,2,81122,811,1,0.43
#NULL!,3,#NULL!,2,5,2,1,1,80113,801,1,0.44
#NULL!,1,#NULL!,2,5,2,1,1,80113,801,1,0.44
#NULL!,3,#NULL!,4,5,2,4,2,80543,805,1,0.44
#NULL!,1,#NULL!,2,1,3,1,2,80239,802,1,0.46
#NULL!,3,#NULL!,2,1,3,1,2,80917,809,1,0.46
#NULL!,3,#NULL!,2,7,2,1,2,81122,811,1,0.44
#NULL!,1,#NULL!,2,7,2,1,2,80241,802,1,0.44
#NULL!,3,#NULL!,2,7,2,3,2,81050,810,1,0.41
#NULL!,3,#NULL!,3,3,2,5,2,80549,805,1,0.45
#NULL!,3,#NULL!,3,3,2,5,2,81050,810,1,0.45
#NULL!,1,#NULL!,4,2,2,1,2,80260,802,1,0.47
#NULL!,1,#NULL!,2,1,4,1,2,80112,801,1,0.46
#NULL!,1,#NULL!,2,4,3,3,2,80905,809,1,0.45
#NULL!,1,#NULL!,3,4,1,1,2,80239,802,1,0.49
#NULL!,3,#NULL!,3,1,5,2,2,80012,800,1,0.47
#NULL!,1,#NULL!,2,4,2,3,2,80011,800,1,0.45
#NULL!,3,#NULL!,2,4,2,3,2,81001,810,1,0.45
#NULL!,3,#NULL!,2,4,2,3,2,80504,805,1,0.45
#NULL!,3,#NULL!,2,4,2,3,2,80909,809,1,0.45
#NULL!,3,#NULL!,2,4,2,3,2,81120,811,1,0.45
#NULL!,3,#NULL!,4,1,2,1,2,80211,802,1,0.45
#NULL!,3,#NULL!,4,2,2,1,1,80105,801,1,0.46
#NULL!,1,#NULL!,3,2,4,3,1,80234,802,1,0.46
#NULL!,3,#NULL!,4,4,2,1,2,81650,816,1,0.46
#NULL!,3,#NULL!,2,3,2,1,1,80911,809,1,0.44
#NULL!,3,#NULL!,3,5,2,3,2,80016,800,1,0.46
#NULL!,1,#NULL!,3,5,2,3,2,80909,809,1,0.46
#NULL!,3,#NULL!,3,5,2,3,2,81004,810,1,0.46
#NULL!,3,#NULL!,3,5,2,3,2,80906,809,1,0.46
#NULL!,3,#NULL!,3,5,2,3,2,80817,808,1,0.46
#NULL!,1,#NULL!,3,5,2,3,2,80004,800,1,0.46
#NULL!,1,#NULL!,3,5,2,3,2,80005,800,1,0.46
#NULL!,3,#NULL!,3,5,2,3,2,80013,800,1,0.46
#NULL!,3,#NULL!,3,5,2,3,2,80241,802,1,0.46
#NULL!,3,#NULL!,3,5,2,3,2,81520,815,1,0.46
#NULL!,3,#NULL!,3,5,2,3,2,81004,810,1,0.46
#NULL!,3,#NULL!,3,5,2,3,2,81401,814,1,0.46
#NULL!,3,#NULL!,3,5,2,3,2,81413,814,1,0.46
#NULL!,1,#NULL!,4,4,3,1,2,80223,802,1,0.48
#NULL!,2,#NULL!,2,6,2,3,2,80701,807,1,0.43
#NULL!,1,#NULL!,4,2,2,2,2,80014,800,1,0.47
#NULL!,3,#NULL!,4,3,1,3,2,80125,801,1,0.48
#NULL!,3,#NULL!,4,3,2,3,1,83687,836,1,0.47
#NULL!,1,#NULL!,3,1,2,4,2,80919,809,1,0.47
#NULL!,1,#NULL!,3,1,2,3,2,81230,812,1,0.51
#NULL!,3,#NULL!,3,4,2,4,2,80016,800,1,0.50
#NULL!,3,#NULL!,2,4,2,4,2,80504,805,1,0.47
#NULL!,3,#NULL!,4,7,2,4,2,80232,802,1,0.46
#NULL!,3,#NULL!,2,3,2,1,1,80210,802,1,0.48
#NULL!,3,#NULL!,2,3,2,1,1,81101,811,1,0.48
#NULL!,1,#NULL!,2,3,2,1,1,80236,802,1,0.48
#NULL!,3,#NULL!,2,3,2,1,1,80210,802,1,0.48
#NULL!,3,#NULL!,2,3,2,1,1,80909,809,1,0.48
#NULL!,3,#NULL!,2,3,2,1,1,80020,800,1,0.48
#NULL!,3,#NULL!,2,3,2,1,1,80210,802,1,0.48
#NULL!,3,#NULL!,2,3,2,1,1,80020,800,1,0.48
#NULL!,3,#NULL!,2,3,2,1,1,80210,802,1,0.48
#NULL!,3,#NULL!,2,3,2,1,1,80210,802,1,0.48
#NULL!,1,#NULL!,2,3,2,1,1,80537,805,1,0.48
#NULL!,1,#NULL!,3,4,2,2,2,80109,801,1,0.48
#NULL!,1,#NULL!,4,2,3,5,3,81007,810,1,0.48
#NULL!,2,#NULL!,4,4,2,2,1,80233,802,1,0.48
#NULL!,3,#NULL!,2,4,2,4,2,80917,809,1,0.48
#NULL!,3,#NULL!,4,3,2,2,1,80923,809,1,0.49
#NULL!,3,#NULL!,3,6,2,3,2,80109,801,1,0.48
#NULL!,3,#NULL!,3,6,2,3,2,80004,800,1,0.48
#NULL!,3,#NULL!,3,6,2,3,2,81007,810,1,0.48
#NULL!,3,#NULL!,3,6,2,3,2,80227,802,1,0.48
#NULL!,1,#NULL!,3,6,2,3,2,81019,810,1,0.48
#NULL!,3,#NULL!,3,6,2,3,2,80951,809,1,0.48
#NULL!,3,#NULL!,3,6,2,3,2,80538,805,1,0.48
#NULL!,3,#NULL!,3,6,2,3,2,80027,800,1,0.48
#NULL!,1,#NULL!,3,6,2,3,2,80723,807,1,0.48
#NULL!,1,#NULL!,3,6,2,3,2,80221,802,1,0.48
#NULL!,3,#NULL!,3,6,2,3,2,80104,801,1,0.48
#NULL!,3,#NULL!,3,6,2,3,2,80234,802,1,0.48
#NULL!,1,#NULL!,3,6,2,3,2,81058,810,1,0.48
#NULL!,3,#NULL!,3,6,2,3,2,80916,809,1,0.48
#NULL!,3,#NULL!,3,6,2,3,2,81230,812,1,0.48
#NULL!,3,#NULL!,3,6,2,3,2,80817,808,1,0.48
#NULL!,3,#NULL!,2,4,5,3,2,80012,800,1,0.50
#NULL!,3,#NULL!,2,4,5,3,2,80634,806,1,0.50
#NULL!,3,#NULL!,4,1,2,1,2,80123,801,1,0.52
#NULL!,1,#NULL!,3,2,4,4,2,80249,802,1,0.49
#NULL!,1,#NULL!,2,1,2,3,2,80634,806,1,0.48
#NULL!,3,#NULL!,2,1,2,3,2,81501,815,1,0.48
#NULL!,1,#NULL!,2,1,2,3,2,80123,801,1,0.48
#NULL!,3,#NULL!,2,1,2,3,2,80303,803,1,0.48
#NULL!,2,#NULL!,4,3,2,3,2,80017,800,1,0.49
#NULL!,3,#NULL!,4,3,2,3,2,80906,809,1,0.49
#NULL!,3,#NULL!,3,4,3,4,1,80906,809,1,0.50
#NULL!,1,#NULL!,3,2,2,4,2,80004,800,1,0.50
#NULL!,3,#NULL!,3,7,2,1,2,80215,802,1,0.49
#NULL!,3,#NULL!,3,7,2,1,2,81416,814,1,0.49
#NULL!,2,#NULL!,3,7,2,1,2,81504,815,1,0.49
#NULL!,1,#NULL!,3,7,2,1,2,80620,806,1,0.49
#NULL!,3,#NULL!,3,7,2,1,2,81040,810,1,0.49
#NULL!,3,#NULL!,2,6,2,3,2,80909,809,1,0.46
#NULL!,1,#NULL!,4,4,5,1,2,80026,800,1,0.53
#NULL!,3,#NULL!,3,4,2,5,2,80107,801,1,0.50
#NULL!,3,#NULL!,2,7,3,1,2,80207,802,1,0.50
#NULL!,1,#NULL!,2,5,2,1,1,80221,802,1,0.50
#NULL!,2,#NULL!,2,7,4,1,2,80833,808,1,0.50
#NULL!,3,#NULL!,4,3,3,1,1,80022,800,1,0.54
#NULL!,3,#NULL!,4,4,2,5,1,80358,803,1,0.50
#NULL!,3,#NULL!,4,1,2,1,2,80906,809,1,0.52
#NULL!,3,#NULL!,4,1,2,1,2,80211,802,1,0.52
#NULL!,1,#NULL!,4,1,2,1,2,80214,802,1,0.52
#NULL!,1,#NULL!,4,1,2,1,2,80924,809,1,0.52
#NULL!,3,#NULL!,2,4,3,3,2,80220,802,1,0.51
#NULL!,1,#NULL!,2,4,3,3,2,80215,802,1,0.51
#NULL!,1,#NULL!,2,5,2,3,2,81050,810,1,0.51
#NULL!,3,#NULL!,4,5,2,5,2,80538,805,1,0.50
#NULL!,2,#NULL!,4,3,2,4,1,80134,801,1,0.51
#NULL!,3,#NULL!,4,3,2,4,1,80123,801,1,0.51
#NULL!,1,#NULL!,4,3,2,4,1,80012,800,1,0.51
#NULL!,1,#NULL!,2,4,4,3,2,80215,802,1,0.51
#NULL!,3,#NULL!,3,5,2,1,2,80231,802,1,0.52
#NULL!,3,#NULL!,3,5,2,1,2,81504,815,1,0.52
#NULL!,3,#NULL!,3,5,2,1,2,81424,814,1,0.52
#NULL!,3,#NULL!,3,5,2,1,2,80537,805,1,0.52
#NULL!,1,#NULL!,3,5,2,1,2,80751,807,1,0.52
#NULL!,1,#NULL!,3,5,2,1,2,81120,811,1,0.52
#NULL!,3,#NULL!,3,6,1,4,2,80123,801,1,0.53
#NULL!,1,#NULL!,2,1,4,3,2,80504,805,1,0.50
#NULL!,1,#NULL!,2,2,2,3,2,80235,802,1,0.52
#NULL!,3,#NULL!,4,5,2,5,2,81212,812,1,0.51
#NULL!,1,#NULL!,4,2,2,1,2,80260,802,1,0.55
#NULL!,2,#NULL!,3,6,2,5,1,80211,802,1,0.51
#NULL!,1,#NULL!,4,4,4,2,3,80550,805,1,0.52
#NULL!,1,#NULL!,4,3,2,1,2,81504,815,1,0.53
#NULL!,3,#NULL!,4,3,2,1,2,80723,807,1,0.53
#NULL!,3,#NULL!,4,3,2,1,2,81001,810,1,0.53
#NULL!,1,#NULL!,2,5,2,3,2,80238,802,1,0.50
#NULL!,3,#NULL!,4,3,2,5,1,80210,802,1,0.52
#NULL!,1,#NULL!,4,6,2,1,2,80004,800,1,0.54
#NULL!,3,#NULL!,2,5,4,1,2,80501,805,1,0.51
